id	name	lat	lon	type	institution	url
1	codesa	-20.3195	-40.2628	buoy	codesa	
2	Pier	-30.178	-50.1999	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/pier/
3	Calcadao	-30.149	-50.189	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/calcadao/
4	Barrinha	-29.979	-50.1181	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/barrinha/
5	Backdoor	-30.005	-50.129	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/backdoor/
6	Meio	-30.0018	-50.1264	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/meio/
7	Pier	-30.0058	-50.127	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/pier-2/
8	Imbe	-29.9645	-50.1109	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/imbe/
9	Final do Calcadao	-29.743	-50	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/final-do-calcadao/
10	Special Point	-29.7395	-49.9975	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/special-point-8/
11	Praia da Guarita	-29.358	-49.7335	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/praia-da-guarita/
12	Cal	-29.351	-49.7263	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/cal/
13	Prainha	-29.3459	-49.7174	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/prainha-8/
14	Molhes	-29.327	-49.711	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/molhes-2/
15	Mampituba	-29.321	-49.709	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/mampituba/
16	Xangri-la	-29.8135	-50.0371	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/xangri-la/
17	Atlandida Pier	-29.7858	-50.0225	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/atlandida-pier/
18	Centro	-28.7163	-49.0457	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/centro-3/
19	Plataforma Entremares	-28.9607	-49.3833	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/plataforma-entremares/
20	Plataforma Norte	-28.8235	-49.2173	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/plataforma-norte/
21	Teresa	-28.524	-48.7608	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/teresa/
22	Cigana	-28.6132	-48.8405	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/cigana/
23	Cardoso	-28.6138	-48.8289	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/cardoso/
24	Vila	-28.2435	-48.6536	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/vila/
25	Porto	-28.2154	-48.6651	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/porto-2/
26	Ribanceira	-28.1872	-48.6602	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/ribanceira/
27	Ibiraquera	-28.154	-48.6462	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/ibiraquera/
28	Barra de Ibiraquera	-28.105	-48.634	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/barra-de-ibiraquera/
29	Luz	-28.1466	-48.6421	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/luz/
30	Rosa Sul	-28.1343	-48.6407	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/rosa-sul/
31	Rosa Norte	-28.1245	-48.6368	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/rosa-norte/
32	Ouvidor	-28.105	-48.634	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/ouvidor/
33	Barrinha	-28.0852	-48.6293	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/barrinha-2/
34	Ferrugem Sul	-28.0803	-48.6271	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/ferrugem-sul/
35	Ferrugem Norte	-28.0765	-48.6245	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/ferrugem-norte/
36	Silveira Sul	-28.0439	-48.6079	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/silveira-sul/
37	Silveira Norte	-28.0359	-48.6035	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/silveira-norte/
38	Centro	-28.0204	-48.6195	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/centro-5/
39	Siriu	-28.008	-48.629	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/siriu/
40	Campeche	-27.7003	-48.4921	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/campeche/
41	Praia do Caldeirao	-27.7266	-48.506	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/praia-do-caldeirao/
42	Morro das Pedras	-27.7109	-48.5002	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/morro-das-pedras/
43	Novo Campeche	-27.6668	-48.4709	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/novo-campeche/
44	Joaquina	-27.6329	-48.4467	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/joaquina/
45	Mole Gravata	-27.6077	-48.4341	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/mole-gravata/
46	Mole	-27.6089	-48.4226	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/mole/
47	Camping da Barra	-27.5672	-48.4273	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/camping-da-barra/
48	Barra da Lagoa	-27.5728	-48.4235	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/barra-da-lagoa/
49	Mocambique	-27.4942	-48.3898	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/mocambique/
50	Santinho	-27.4632	-48.3761	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/santinho/
51	Ingleses	-27.4632	-48.3761	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/ingleses/
52	Quatro Ilhas	-27.1571	-48.4842	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/quatro-ilhas/
53	Mariscal - Canto Esquerdo	-27.1752	-48.4981	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/mariscal-canto-esquerdo/
54	Mariscal Meio	-27.1752	-48.4981	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/mariscal-meio/
55	Costao de Bombas	-27.1329	-48.5136	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/costao-de-bombas/
56	Meia Praia	-27.12	-48.604	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/meia-praia-3/
57	Central	-27.133	-48.5954	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/central/
58	Plaza	-27.0774	-48.5919	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/plaza/
59	Maxim	-26.9855	-48.6314	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/maxim/
60	Marambaia	-26.9757	-48.6337	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/marambaia/
61	Praia Brava	-26.9469	-48.627	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/praia-brava-2/
62	Praia dos Amores	-26.9575	-48.6279	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/praia-dos-amores/
63	Gravata	-26.834	-48.624	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/gravata-3/
64	Praia Vermelha	-26.801	-48.5936	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/praia-vermelha/
65	Quilombo Pico	-26.771	-48.638	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/quilombo-pico/
66	Quilombo Meio	-26.784	-48.625	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/quilombo-meio/
67	Costao	-26.6436	-48.6818	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/costao/
68	Praia do Sol	-26.6757	-48.6874	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/praia-do-sol/
69	Peninsula	-26.635	-48.671	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/peninsula/
70	Ubatuba	-26.23	-48.63	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/ubatuba/
71	Praia do Ervino	-26.3891	-48.5838	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/praia-do-ervino/
72	Prainha	-26.2308	-48.4982	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/prainha-6/
73	Praia Grande	-26.2381	-48.5027	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/praia-grande-4/
74	Imperador	-26.1395	-48.597	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/imperador/
75	Palmeiras	-26.1342	-48.6044	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/palmeiras-2/
76	Barra do Sai	-26.031	-48.6082	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/barra-do-sai/
77	Cotia	-26.0235	-48.607	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/cotia/
78	Direitas	-25.8908	-48.5598	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/direitas/
79	Praia Central	-25.8803	-48.5674	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/praia-central/
80	Pico de Guaratuba	-25.915	-48.573	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/pico-de-guaratuba/
81	Paraguaios	-25.915	-48.573	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/paraguaios/
82	Mapin	-25.843	-48.5363	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/mapin/
83	Brava	-25.8265	-48.518	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/brava-3/
84	Pico de Matinhos	-25.7815	-48.3968	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/pico-de-matinhos/
85	Praia Grande	-25.55	-48.294	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/praia-grande-2/
86	Vo Maria	-25.5578	-48.2898	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/vo-maria/
87	Praia de Fora	-25.5425	-48.291	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/praia-de-fora/
88	Praia de Leste	-25.6941	-48.4888	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/praia-de-leste/
89	Special Point	-23.793	-45.577	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/special-point-6/
90	Boqueirao Sul	-25.0286	-47.882	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/boqueirao-sul/
91	Adriana	-24.738	-47.526	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/adriana/
92	Boqueirao Norte	-24.74	-47.533	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/boqueirao-norte/
93	Queda Bruta	-24.3048	-46.9723	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/queda-bruta/
94	Guarau	-24.3699	-47.0119	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/guarau/
95	Arpoador	-24.0963	-46.5939	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/arpoador/
96	Centro	-24.326	-46.992	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/centro-2/
97	Bombeiro	-24.326	-46.992	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/bombeiro/
98	Mirante	-24.326	-46.992	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/mirante/
99	Nova Itanhaem	-24.1726	-46.7597	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/nova-itanhaem/
100	Cibratel canto	-24.2004	-46.8131	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/cibratel-canto/
101	Sonhos Meio	-24.196	-46.797	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/sonhos-meio/
102	Pescadores	-24.192	-46.792	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/pescadores/
103	Praiao	-24.1848	-46.7851	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/praiao/
104	Suarao	-24.179	-46.7729	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/suarao/
105	Praia do Centro	-24.1007	-46.6271	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/praia-do-centro/
106	Lado direito do pier	-24.1374	-46.6928	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/lado-direito-do-pier/
107	Lado esquerdo do pier	-24.1357	-46.6905	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/lado-esquerdo-do-pier/
108	Vila Caicara	-24.0475	-46.5189	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/vila-caicara/
109	Guilhermina	-24.017	-46.4267	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/guilhermina/
110	Aviacao	-24.0192	-46.4384	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/aviacao/
111	Centro	-24.0195	-46.4193	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/centro-4/
112	Canto do Forte	-24.0184	-46.4061	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/canto-do-forte/
113	Porta do Sol	-23.9794	-46.3771	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/porta-do-sol/
114	Escolinha	-23.9728	-46.358	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/escolinha/
115	Teleferico	-23.9747	-46.3615	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/teleferico/
116	Divisa	-23.9725	-46.3552	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/divisa/
117	Quebra-Mar	-23.9731	-46.3486	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/quebra-mar/
118	Canal 1	-23.9718	-46.3459	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/canal-1/
119	Posto 2	-23.9716	-46.3425	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/posto-2/
120	Guaiuba	-24.0176	-46.2971	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/guaiuba/
121	Tombo	-24.015	-46.273	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/tombo/
122	Asturias	-24.006	-46.267	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/asturias/
123	Canal Pitangueiras	-24.0039	-46.2642	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/canal-pitangueiras/
124	Monduba	-24.0027	-46.262	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/monduba/
125	Ilha Pitangueiras	-24.0017	-46.2575	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/ilha-pitangueiras/
126	Maluf Pitangueiras	-23.9986	-46.2518	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/maluf-pitangueiras/
127	Enseada Meio	-23.9903	-46.2284	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/enseada-meio/
128	Enseada Canto Direito	-23.9943	-46.2449	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/enseada-canto-direito/
129	Pernambuco Canto Esquerdo	-23.9619	-46.1818	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/pernambuco-canto-esquerdo/
130	Pernambuco Meio	-23.9651	-46.1843	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/pernambuco-meio/
131	Tijucopava	-23.9131	-46.1676	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/tijucopava/
132	Sao Pedro	-23.9086	-46.1614	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/sao-pedro/
133	Taguaiba	-23.8967	-46.1495	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/taguaiba/
134	Enseada Centro	-23.839	-46.116	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/enseada-centro/
135	Sesc	-23.844	-46.1225	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/sesc-2/
136	Indaia	-23.8206	-46.0507	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/indaia-2/
137	Riviera Canto Direito	-23.8148	-46.0356	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/riviera-canto-direito/
138	Riviera Meio	-23.8076	-46.0156	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/riviera-meio/
139	Itaguare	-23.7982	-45.987	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/itaguare/
140	Boraceia Passarela	-23.7612	-45.8636	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/boraceia-passarela/
141	Boraceia Curva	-23.7602	-45.8094	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/boraceia-curva/
142	Bora Bora	-23.7614	-45.8049	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/bora-bora/
143	Jureia	-23.7659	-45.788	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/jureia/
144	Engenho	-23.765	-45.782	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/engenho/
145	Barra do Una Meio	-23.7631	-45.7657	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/barra-do-una-meio/
146	Juquei	-23.769	-45.751	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/juquei/
147	Barra do Sahy	-23.7735	-45.7001	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/barra-do-sahy/
148	Baleia	-23.777	-45.674	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/baleia/
149	Camburi	-23.781	-45.651	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/camburi/
150	Maresias Canto	-23.7931	-45.5836	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/maresias-canto/
151	Maresias	-23.7979	-45.5791	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/maresias/
152	Special Point	-23.793	-45.577	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/special-point-9/
153	Praia do Tenorio	-23.4649	-45.0561	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/praia-do-tenorio/
154	Lagoinha	-23.5234	-45.2051	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/lagoinha/
155	Sununga	-23.5094	-45.1336	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/sununga/
156	Toninhas	-23.485	-45.071	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/toninhas/
157	Praia Grande	-23.469	-45.061	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/praia-grande-3/
158	Vermelha do Centro	-23.466	-45.049	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/vermelha-do-centro/
159	Vermelha do Norte	-23.419	-45.035	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/vermelha-do-norte/
160	Itamambuca	-23.408	-45.006	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/itamambuca/
161	Felix	-23.388	-44.968	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/felix/
162	Sape	-23.5344	-45.2237	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/sape/
163	Brava	-23.5204	-45.1647	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/brava-2/
164	Grumari	-23.053	-43.534	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/grumari/
165	Prainha	-23.043	-43.505	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/prainha-7/
166	Macumba	-23.034	-43.476	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/macumba/
167	Reserva	-23.0168	-43.4048	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/reserva/
168	Recreio	-23.031	-43.465	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/recreio/
169	Postinho da Barra	-23.0124	-43.3277	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/postinho-da-barra/
170	Leblon	-22.99	-43.226	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/leblon/
171	Ipanema	-22.989	-43.208	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/ipanema/
172	Arpoador	-22.9899	-43.1925	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/arpoador-2/
173	Diabo	-22.9886	-43.1889	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/diabo/
174	Copacabana	-22.9744	-43.1835	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/copacabana/
175	Itacoatiara Pampo	-22.9759	-43.0364	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/itacoatiara-pampo/
176	Itacoatiara Meio	-22.9757	-43.0335	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/itacoatiara-meio/
177	Itacoatiara Costao	-22.9769	-43.0312	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/itacoatiara-costao/
178	Praia da Vila	-22.936	-42.496	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/praia-da-vila/
179	Itauna	-22.9403	-42.4777	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/itauna/
180	Praia do Forte	-22.886	-42.011	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/praia-do-forte/
181	Pero	-22.86	-42.02	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/pero/
182	Geriba Canto Direito	-22.781	-41.91	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/geriba-canto-direito/
183	Geriba Meio	-22.788	-41.921	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/geriba-meio/
184	Praia Grande	-22.972	-42.038	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/praia-grande/
185	Chamine	-22.95	-42.02	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/chamine/
186	Estacionamento	-22.95	-42.02	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/estacionamento/
187	Ule	-20.5396	-40.3776	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/ule/
188	Solemar	-20.31	-40.28	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/solemar-2/
189	Barrote	-20.31	-40.28	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/barrote/
190	Amigao	-20.31	-40.28	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/amigao/
191	Prainha	-14.289	-38.983	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/prainha-4/
192	Tiririca	-14.289	-38.983	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/tiririca/
193	Torrefacao	-13.0137	-38.4911	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/torrefacao/
194	Espanhol	-13.006	-38.533	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/espanhol/
195	Paciencia	-13.0111	-38.497	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/paciencia/
196	Farol da Barra	-13.011	-38.525	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/farol-da-barra/
197	Barravento	-13.011	-38.525	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/barravento/
198	Tonys	-13.012	-38.508	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/tonys/
199	Praia da Onda	-13.011	-38.525	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/praia-da-onda/
200	Pescador	-12.9867	-38.4329	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/pescador/
201	Secret	-12.945	-38.333	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/secret-2/
202	Stella	-12.936	-38.326	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/stella/
203	Canudo	-13.0067	-38.4553	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/canudo/
204	Aleluia	-12.928	-38.316	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/aleluia/
205	Villas do Atlantico	-12.9008	-38.2937	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/villas-do-atlantico/
206	Havaizinho	-10.967	-37.026	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/havaizinho/
207	Coqueiral	-9.77749	-35.8467	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/coqueiral/
208	Leprosario	-9.736	-35.814	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/leprosario/
209	Fortunato	-9.736	-35.814	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/fortunato/
210	Cupe	-8.46628	-34.9881	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/cupe/
211	Merepe	-8.50035	-35.004	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/merepe/
212	Porto de Galinhas	-8.50035	-35.004	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/porto-de-galinhas/
213	Camaroes	-8.50035	-35.004	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/camaroes/
214	Maracaipe	-8.52631	-35.0074	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/maracaipe/
215	Praia do Meio	-3.83961	-32.4132	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/praia-do-meio/
216	Praia da Conceicao	-3.84182	-32.4195	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/praia-da-conceicao/
217	Praia do Boldro	-3.84438	-32.4276	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/praia-do-boldro/
218	Praia da Baia dos Porcos	-3.85139	-32.4413	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/praia-da-baia-dos-porcos/
219	Praia da Baia do Sancho	-3.85466	-32.4444	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/praia-da-baia-do-sancho/
220	Praia do Bode	-3.84717	-32.4338	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/praia-do-bode/
221	Cacimba do Padre	-3.84956	-32.44	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/cacimba-do-padre/
222	Bessa	-7.063	-34.839	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/bessa/
223	Mar dos Macacos	-7.089	-34.831	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/mar-dos-macacos/
224	Pipa Amor	-6.25	-35.2	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/pipa-amor/
225	Pipa Lajao	-6.25	-35.2	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/pipa-lajao/
226	Pipa Lajinha	-6.25	-35.2	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/pipa-lajinha/
227	Pontal	-5.792	-35.185	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/pontal/
228	Porto	-5.792	-35.185	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/porto/
229	Mar Aberto	-5.792	-35.185	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/mar-aberto/
230	Manary	-5.792	-35.185	visual	wavecheck	http://www.waves.com.br/surf/ondas/picos/manary/
